PI90604 CANDOGLIA TOCE Q.A.    45.976    8.423  201 P-A prec temp null null null txtn null
PI90339 CANNOBIO               46.066    8.692  201 P-A prec temp null null null txtn null
PI90641 PALLANZA               45.925    8.550  202 P-A prec temp dirv velv umid txtn pres
PI90117 DOMODOSSOLA            46.104    8.303  252 P-A prec temp dirv velv umid txtn pres
PI91919 FOMARCO                46.005    8.267  252 P-A prec temp null null null txtn null
PI94114 OMEGNA LAGO D'ORTA     45.875    8.410  292 P-A prec temp null null null txtn null
PI94124 UNCHIO TROBASO         45.961    8.533  302 P-A prec temp null null null txtn null
PI90326 SOMERARO               45.890    8.513  425 P-A prec temp null null umid txtn null
PI92568 CESARA                 45.837    8.366  500 P-A prec temp null null null txtn null
PI94113 MONTE MESMA            45.774    8.441  540 P-A prec temp null null null txtn null
PI90156 CRODO                  46.228    8.325  560 P-A prec temp null null umid txtn null
PI90162 ANZINO                 45.988    8.157  669 P-A prec temp null null null txtn null
PI90340 CICOGNA                46.004    8.493  696 P-A prec temp null null null txtn null
PI92575 PREMIA                 46.305    8.370  755 P-A prec temp null null null txtn null
PI90129 DRUOGNO                46.135    8.427  831 P-A prec temp null null umid txtn null
PI93218 NEBBIUNO               45.823    8.509  865 P-A prec temp null null null txtn null
PI90159 CURSOLO                46.100    8.568  940 P-A prec temp null null umid txtn null
PI90361 MONTE CARZA            46.044    8.681 1110 P-A prec temp null null null txtn null
PI90157 PIZZANCO               46.125    8.179 1142 P-A prec temp null null umid txtn null
PI93375 TRASQUERA              46.215    8.206 1145 P-A prec temp null null null txtn null
PI90336 FORMAZZA BRUGGI        46.349    8.430 1226 P-A prec temp null null umid txtn null
PI92565 ARVOGNO                46.169    8.458 1240 P-A prec temp null null null txtn null
PI90635 MOTTARONE - BAITA CAI  45.881    8.448 1302 P-A prec temp null null null txtn null
PI90128 VARZO                  46.251    8.194 1308 P-A prec temp null null umid txtn null
PI90338 MACUGNAGA PECETTO      45.973    7.959 1360 P-A prec temp null null null txtn null
PI90160 ALPE CHEGGIO           46.086    8.117 1460 P-A prec temp null null null txtn null
PI90118 MOTTARONE              45.883    8.455 1491 P-A null temp dirv velv umid txtn null
PI90154 ALPE DEVERO            46.317    8.261 1634 P-A prec temp null null umid txtn null
PI92889 ALPE VEGLIA            46.275    8.142 1740 P-A prec temp null null null txtn null
PI90337 LARECCHIO              46.206    8.433 1860 P-A prec temp dirv velv umid txtn null
PI90637 MOTTAC                 46.062    8.405 1695 P-A prec temp null null null txtn null
PI90098 CEPPO MORELLI          45.988    8.048 1995 P-A prec temp null null null txtn null
PI94895 MACUGNAGA RIFUGIO ZAMB 45.952    7.918 2075 P-A prec temp null null umid txtn pres
PI90642 LAGO PAIONE            46.177    8.191 2269 P-A prec temp dirv velv umid txtn null
PI90010 FORMAZZA               46.434    8.359 2453 P-A prec temp dirv velv umid txtn null
PI90007 PASSO DEL MORO         45.998    7.978 2820 P-A prec temp dirv velv umid txtn null
PI90113 BORGOFRANCO D'IVREA    45.515    7.849  337 P-B prec temp dirv velv umid txtn pres
PI92566 BIELLA                 45.560    8.058  405 P-B prec temp null null null txtn null
PI90188 PRAY SESSERA           45.675    8.223  409 P-B prec temp null null null txtn null
PI90132 VARALLO                45.821    8.275  470 P-B prec temp null null umid txtn null
PI90124 MEUGLIANO              45.475    7.783  650 P-B prec temp null null umid txtn null
PI94591 CELLIO                 45.752    8.328  705 P-B prec temp null null null txtn null
PI90345 PETTINENGO             45.609    8.104  725 P-B prec temp null null null txtn null
PI90343 BOCCIOLETO             45.836    8.113  800 P-B prec temp null null umid txtn null
PI90185 RASSA                  45.770    8.018  950 P-B prec temp null null umid txtn null
PI93371 ISSIME-CAPOLUOGO-LYS   45.687    7.856  960 P-B prec temp null null null txtn null
PI90191 PIEDICAVALLO           45.690    7.957 1040 P-B prec temp null null null txtn null
PI93372 PONTBOSET              45.605    7.680 1087 P-B prec temp null null null txtn null
PI90240 TRAVERSELLA            45.529    7.709 1165 P-B prec temp null null null txtn null
PI90123 OROPA                  45.628    7.982 1186 P-B prec temp dirv velv umid txtn pres
PI92581 RIMA                   45.881    8.011 1289 P-B prec temp null null null txtn null
PI90341 ALAGNA                 45.875    7.937 1347 P-B prec temp null null null txtn null
PI92616 LILLIANES-GRANGES      45.631    7.858 1256 P-B prec temp null null null txtn null
PI93389 CHAMPDEPRAZ-CHEVRERE   45.684    7.613 1260 P-B prec temp null null null txtn null
PI90241 CAVALLARIA             45.518    7.809 1270 P-B prec temp null null null txtn null
PI90182 CARCOFORO              45.908    8.052 1290 P-B prec temp null null null txtn null
PI93212 GRAGLIA                45.569    7.954 1375 P-B prec temp null null umid txtn null
PI92888 BIELMONTE              45.661    8.076 1480 P-B prec temp null null null txtn null
PI90344 CAMPARIENT             45.733    8.086 1515 P-B prec temp null null null txtn null
PI90346 ANDRATE PINALBA        45.562    7.893 1580 P-B prec temp null null null txtn null
PI90394 GRESSONEY LA TRINITE'  45.833    7.821 1635 P-B prec temp null null null txtn null
PI93364 WEISSMATTEN            45.748    7.825 2046 P-B prec temp dirv velv null txtn null
PI92621 CHAMPORCHER RIFUGIO D  45.616    7.545 2181 P-B prec temp null null null txtn null
PI93369 GRESSONEY-L.T.-GABIET  45.852    7.849 2379 P-B prec temp null null null txtn null
PI90006 BOCCHETTA DELLE PISSE  45.876    7.902 2410 P-B prec temp dirv velv null txtn null
PI90143 BORGONE                45.118    7.245  400 P-C prec temp dirv velv umid txtn null
PI90146 PIETRASTRETTA          45.143    7.055  520 P-C prec temp dirv velv umid txtn null
PI90415 LANZO STURA DI LANZO   45.269    7.484  540 P-C prec temp null null null txtn null
PI90810 SPARONE                45.411    7.545  550 P-C prec temp null null null txtn pres
PI90111 LANZO                  45.290    7.494  580 P-C prec temp null null umid txtn null
PI90351 VARISELLA              45.194    7.471  615 P-C prec temp null null null txtn null
PI94119 ROSONE                 45.435    7.419  701 P-C prec temp null null null txtn null
PI94127 VIU' CENTRALE FUCINE   45.232    7.365  715 P-C prec temp null null null txtn null
PI90805 LEMIE                  45.229    7.275  995 P-C prec temp null null null txtn null
PI90250 ALA DI STURA           45.313    7.311 1006 P-C prec temp null null umid txtn null
PI94105 NOASCA                 45.455    7.313 1055 P-C prec temp null null null txtn null
PI90125 BERTODASCO             45.440    7.411 1120 P-C prec temp null null umid txtn null
PI90260 COAZZE                 45.043    7.245 1130 P-C prec temp null null umid txtn null
PI90802 FORZO                  45.514    7.488 1162 P-C prec temp null null null txtn null
PI90253 FORNO ALPI GRAIE       45.361    7.225 1215 P-C prec temp null null null txtn null
PI90347 COLLERETTO             45.443    7.661 1240 P-C prec temp null null null txtn null
PI94101 BALME                  45.303    7.223 1410 P-C prec temp null null null txtn null
PI90350 NIQUIDETTO             45.198    7.360 1416 P-C prec temp null null null txtn null
PI90255 PRAROTTO               45.148    7.239 1440 P-C prec temp dirv velv umid txtn null
PI90258 BARCENISIO             45.193    6.986 1525 P-C prec temp dirv velv umid txtn null
PI90239 PIAMPRATO              45.558    7.574 1555 P-C prec temp null null umid txtn null
PI90348 CERESOLE VILLA         45.441    7.212 1581 P-C prec temp null null null txtn null
PI90396 COGNE-LILLAZ CENTRALE  45.596    7.383 1613 P-C prec temp null null null txtn null
PI90797 CHIAVES                45.336    7.414 1617 P-C prec temp null null null txtn null
PI92615 COGNE-VALNONTEY        45.587    7.344 1682 P-C prec temp null null null txtn null
PI90349 MALCIAUSSIA            45.209    7.149 1800 P-C prec temp null null null txtn null
PI90237 LAGO AGNEL             45.469    7.140 2304 P-C prec temp null null null txtn null
PI94108 LAGO DIETRO LA TORRE   45.260    7.165 2360 P-C prec temp null null null txtn null
PI90004 RIFUGIO GASTALDI       45.299    7.144 2659 P-C prec temp dirv velv null txtn null
PI92900 GRAN VAUDALA           45.496    7.119 3272 P-C null temp dirv velv null txtn pres
PI90105 LUSERNA S. GIOVANNI    44.814    7.242  475 P-D prec temp null null umid txtn null
PI94151 PAESANA ERASCA         44.683    7.265  638 P-D prec temp null null null txtn null
PI90276 PERRERO GERMANASCA     44.948    7.164  662 P-D prec temp null null null txtn null
PI90148 FINIERE                45.118    6.967  813 P-D prec temp dirv velv umid txtn null
PI90354 BARGE                  44.733    7.251  961 P-D prec temp null null null txtn null
PI90150 SALBERTRAND            45.072    6.895 1010 P-D prec temp dirv velv umid txtn null
PI90151 GAD                    45.044    6.841 1065 P-D prec temp dirv velv umid txtn null
PI90149 VAL CLAREA             45.142    6.966 1135 P-D prec temp null null umid txtn null
PI90401 BEAULARD DORA DI BARDO 45.047    6.758 1149 P-D null temp null null null txtn null
PI90277 PAESANA                44.663    7.264 1265 P-D prec temp null null umid txtn null
PI92586 BOBBIO PELLICE         44.819    7.117 1312 P-D prec temp null null null txtn null
PI95615 CRISSOLO PO            44.701    7.154 1342 P-D null temp null null null txtn null
PI90152 PRERICHARD             45.076    6.718 1353 P-D prec temp dirv velv umid txtn pres
PI90264 PRALY                  44.906    7.059 1385 P-D prec temp null null umid txtn null
PI90352 MASSELLO               44.961    7.066 1388 P-D prec temp null null null txtn null
PI90353 VACCERA                44.876    7.203 1435 P-D prec temp null null null txtn null
PI90095 PRAGELATO - VALLE      45.010    6.942 1525 P-D prec temp dirv velv umid txtn null
PI93238 BARDONECCHIA PIAN DEL  45.064    6.704 1585 P-D prec temp dirv velv umid txtn pres
PI90265 PRA' CATINAT           45.038    7.076 1670 P-D prec temp null null umid txtn null
PI92960 CHATEAU BEAULARD       45.027    6.755 1800 P-D prec temp null null null txtn null
PI90158 SAUZE CESANA           44.896    6.920 1840 P-D prec temp null null null txtn null
PI90242 CESANA THURAS          44.891    6.845 1918 P-D prec temp null null null txtn null
PI94669 GRANGE MARTINA         45.159    6.976 1967 P-D null temp null null umid txtn null
PI94117 ROCHEMOLLES            45.132    6.766 1975 P-D prec temp null null null txtn null
PI90019 LE SELLE               45.055    6.918 1980 P-D prec temp dirv velv umid txtn pres
PI90262 SESTRIERE              44.952    6.876 2020 P-D prec temp null null umid txtn pres
PI90012 BARDONECCHIA PRANUDIN  45.106    6.705 2045 P-D prec temp dirv velv umid txtn pres
PI90814 SAN SICARIO            44.968    6.837 2087 P-D prec temp dirv velv umid txtn null
PI90261 CLOT DELLA SOMA        44.984    6.943 2150 P-D prec temp dirv velv umid txtn null
PI90807 PIAN GIASSET           44.691    7.130 2150 P-D prec temp null null null txtn null
PI90257 COLLE BERCIA           44.922    6.784 2200 P-D prec temp dirv velv umid txtn null
PI92893 SESTRIERE ALPETTE      44.951    6.889 2250 P-D prec temp dirv velv umid txtn pres
PI90008 LAGO PILONE            45.003    6.877 2280 P-D prec temp dirv velv umid txtn null
PI90003 COLLE BARANT           44.776    7.062 2294 P-D prec temp dirv velv null txtn null
PI93237 SESTRIERE BANCHETTA    44.954    6.911 2480 P-D prec temp dirv velv umid txtn null
PI90108 MONTE FRAITEVE         44.978    6.862 2701 P-D null temp dirv velv umid txtn pres
PI90020 RIFUGIO VACCARONE      45.155    6.918 2745 P-D null temp dirv velv umid txtn null
PI95612 SOMMEILLER             45.133    6.844 2981 P-D null temp null null umid txtn null
PI90342 DRONERO                44.452    7.412  575 P-E prec temp null null null txtn null
PI90356 BROSSASCO              44.569    7.374  580 P-E prec temp null null null txtn pres
PI90385 MONTEROSSO GRANA       44.410    7.326  720 P-E prec temp null null null txtn null
PI92571 DEMONTE                44.317    7.313  765 P-E prec temp null null null txtn null
PI90295 DIGA LA PIASTRA        44.228    7.390  950 P-E prec temp null null null txtn null
